text,popularity,meaning1,meaning2
una parola,534962,feminine singular of uno,word (distinct unit of language)
di sua,534655,"used to indicate possession, after the thing owned and before the owner; of; ’s",feminine singular of suo
si sentì,534160,"oneself, himself, herself, itself, themselves",third-person singular past historic of sentire
a seconda,534054,"The first letter of the Italian alphabet, called a and written in the Latin script.",feminine singular of secondo
degli uomini,533857,"contraction of di gli; of the, from the",plural of uomo
che viene,533826,what; which,third-person singular present indicative of venire
e dopo,533432,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",later
morte di,533387,death,"used to indicate possession, after the thing owned and before the owner; of; ’s"
penso che,533181,first-person singular present indicative of pensare,what; which
sul punto,532504,contraction of su + il: on the,"point (all senses), jot, iota"
la schiena,532502,the,back (the rear of the body)
sia il,532184,inflection of essere:,the
era molto,532179,"age, epoch, period","much, very much, a lot (with verbs)"
piano di,531780,plane,"used to indicate possession, after the thing owned and before the owner; of; ’s"
la lingua,531065,the,tongue
ricerca di,530749,"search, quest, hunt, manhunt, prospecting, pursuit","used to indicate possession, after the thing owned and before the owner; of; ’s"
riesce a,530654,third-person singular present indicative of riuscire,"The first letter of the Italian alphabet, called a and written in the Latin script."
come è,530588,how,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation"
persona che,530556,"person, pl people, persons",what; which
ora che,529582,hour (a unit of time of one twenty-fourth of a day (sixty minutes)),what; which
che questa,528326,what; which,feminine singular of questo
a uno,527280,"The first letter of the Italian alphabet, called a and written in the Latin script.",one
al giudice,526852,"contraction of a + il, literally “to the, at the”","judge, magistrate"
un mondo,526365,"apocopic form of uno: a, an",world
sia stata,526037,inflection of essere:,feminine singular of stato
questo che,525846,"this, these",what; which
il giovane,525551,the,young
la sensazione,525361,the,"sensation, feeling"
per via,525060,for,"street, path"
della persona,524827,"contraction of di la; of the, from the","person, pl people, persons"
cercare di,524703,to look for,"used to indicate possession, after the thing owned and before the owner; of; ’s"
solo di,524397,"alone, by oneself, unattended, unaccompanied, lonely, lone, lonesome","used to indicate possession, after the thing owned and before the owner; of; ’s"
del primo,524196,"contraction of di + il; some, of the, from the",first
dei miei,523938,"contraction of di + i; of the, from the",masculine plural of mio
della casa,523803,"contraction of di la; of the, from the",house
se mi,523091,abbreviation of sudest; southeast,clitic accusative of io. me
le norme,523087,the,plural of norma
sia la,523033,inflection of essere:,the
da questo,523008,from (all senses),"this, these"
la faccia,522905,the,face (of a person or an animal)
la realtà,522186,the,reality
quello della,522007,"that, those","contraction of di la; of the, from the"
in altri,521776,in,"someone else, another"
il sangue,521647,the,blood (vital liquid)
dei servizi,521175,"contraction of di + i; of the, from the",plural of servizio
lui era,520758,he,"age, epoch, period"
decreto del,520521,decree,"contraction of di + il; some, of the, from the"
non credo,520249,not,creed
e tutto,519987,"The fifth letter of the Italian alphabet, called e and written in the Latin script.",all
ancora di,519721,still,"used to indicate possession, after the thing owned and before the owner; of; ’s"
una voce,519521,feminine singular of uno,voice
un problema,518732,"apocopic form of uno: a, an",problem
cercato di,518559,past participle of cercare,"used to indicate possession, after the thing owned and before the owner; of; ’s"
ha il,518314,third-person singular present indicative of avere and (obsolete) havere,the
una situazione,518278,feminine singular of uno,"situation, position, condition, circumstances"
il ricorso,518083,the,past participle of ricorrere
in presenza,517705,in,presence
una ragazza,517553,feminine singular of uno,"girl, young woman"
di parlare,517384,"used to indicate possession, after the thing owned and before the owner; of; ’s","to talk, to speak"
per evitare,517238,for,"to avoid, shy away from"
permesso di,517105,"allowed, permitted","used to indicate possession, after the thing owned and before the owner; of; ’s"
mi fa,516746,clitic accusative of io. me,third-person singular present indicative of fare
non se,516697,not,abbreviation of sudest; southeast
mettere in,516557,"to put, to place, to lay, to set",in
piena di,516439,feminine singular of pieno,"used to indicate possession, after the thing owned and before the owner; of; ’s"
fare il,516066,to do,the
lo ha,515929,"the form of il that is used before the so-called impure consonants, that is, s+consonant (impure s), gn, pn, ps, x, y, or z, and before i+vocal, bd, cn, ct, dm, ft, mn, pt, tm and also ts; before a vowel it becomes l'; the",third-person singular present indicative of avere and (obsolete) havere
forza di,515760,force,"used to indicate possession, after the thing owned and before the owner; of; ’s"
il concetto,514406,the,concept
ed in,514337,"alternative form of e for euphony, especially before /e/ or /ɛ/; and",in
parlare con,514257,"to talk, to speak","with, together"
anche con,514194,"also, too, as well, besides","with, together"
contatto con,514166,contact (all senses),"with, together"
gran parte,513900,apocopic form of grande m or f by sense,part
grazie a,513782,"thank you, thanks!","The first letter of the Italian alphabet, called a and written in the Latin script."
quando è,513487,when,"Used to disambiguate words ending in a stressed ⟨-e⟩, regardless of its pronunciation"
se ci,513470,abbreviation of sudest; southeast,The name of the Latin script letter C/c.; cee
sia in,513383,inflection of essere:,in
suo sguardo,513316,"his, her, its","glance, look (action of looking)"
l' Italia,513284,"apocopic form of il/lo, la: the",Italy (a country in Southern Europe)
prima del,513022,feminine singular of primo,"contraction of di + il; some, of the, from the"
nella quale,512939,contraction of in la; in the,what?
l' obbligo,511919,"apocopic form of il/lo, la: the","obligation, duty"
il libro,511906,the,book
di che,511554,"used to indicate possession, after the thing owned and before the owner; of; ’s",what; which
proprio come,511422,"one's, one's own, her (own), its (own), their (own)",how
quantità di,511278,quantity,"used to indicate possession, after the thing owned and before the owner; of; ’s"
poi la,511011,then,the
superiore a,510206,"superior (intelligence, quality)","The first letter of the Italian alphabet, called a and written in the Latin script."
un lungo,510153,"apocopic form of uno: a, an",long
a metà,510123,"The first letter of the Italian alphabet, called a and written in the Latin script.",half
sono più,510044,"first-person singular present indicative of essere: (I) am, I'm",comparative degree of molto; more
era sempre,509861,"age, epoch, period",always
la funzione,509775,the,function
paura di,509342,fear,"used to indicate possession, after the thing owned and before the owner; of; ’s"
il soggetto,509308,the,"subject, dependent"
con voce,508921,"with, together",voice
del procedimento,508800,"contraction of di + il; some, of the, from the",course (of a programme/program of work)
agli occhi,508198,"contraction of a gli; to the, at the",plural of occhio
subito dopo,508161,"at once, immediately, as soon as possible, shortly",later
quando mi,508135,when,clitic accusative of io. me
un senso,508041,"apocopic form of uno: a, an",sense
società di,507940,"society, community","used to indicate possession, after the thing owned and before the owner; of; ’s"
