text,popularity,meaning1,meaning2
在 企业,8931,to exist; to be alive,company; firm; enterprise; corporation
规范 性,8929,norm,nature
改革 委,8927,reform,surname Wei
个 问题,8927,used in 自個兒|自个儿[zi4 ge3 r5],question
指 企业,8926,finger,company; firm; enterprise; corporation
不断 提高,8922,unceasing,to raise
党 内,8922,surname Dang,inside
的 品牌,8918,of; ~'s (possessive particle),brand; brand name
有 序,8912,to have; there is,(bound form) order; sequence
研究 者,8910,research,(after a verb or adjective) one who (is) ...
有 所,8907,to have; there is,actually
方式 来,8905,way; method; manner; mode; pattern (of behavior etc),to come
的 制约,8905,of; ~'s (possessive particle),to restrict
矿采选 业,8903,,surname Ye
的 想法,8900,of; ~'s (possessive particle),way of thinking; opinion; notion
城市 规划,8900,city; town,to draw up a plan; to map out a program
实施 的,8898,to implement,of; ~'s (possessive particle)
性 是,8893,nature,to be (followed by substantives only)
工 的,8889,work,of; ~'s (possessive particle)
理论 和,8879,theory,old variant of 和[he2]
人 对,8878,person; people,right; correct
的 那样,8873,of; ~'s (possessive particle),that kind
竞争 中,8872,to compete,(bound form) China; Chinese
一个 中国,8870,a; an; one,China
消费 者,8867,"to consume (goods and services, resources etc)",(after a verb or adjective) one who (is) ...
了 我,8860,(completed action marker),I; me; my
决定 的,8860,to decide; to determine; to make up one's mind,of; ~'s (possessive particle)
人 与,8856,person; people,variant of 歟|欤[yu2]
化 程度,8855,variant of 花[hua1],degree; level; extent
学 生,8854,to learn,to grow; to give birth; to produce; to be born
结合 的,8850,to combine,of; ~'s (possessive particle)
二 届,8843,two,to arrive at (place or time)
方法 的,8841,method; way; technique; procedure,of; ~'s (possessive particle)
监督 检查,8840,to supervise; to oversee; to inspect,inspection
进 一,8836,to go forward,one
来 了,8829,to come,(completed action marker)
加强 了,8827,to reinforce; to strengthen; to enhance,(completed action marker)
选择 的,8821,to select; to pick,of; ~'s (possessive particle)
品牌 的,8818,brand; brand name,of; ~'s (possessive particle)
主义 理论,8817,-ism,theory
以上 人民,8815,that level or higher; that amount or more,the people
生态 环境,8811,ecology (the study of interactions between organisms and their environment),environment
解决 问题,8797,to solve; to resolve; to settle (a problem),question
都 没有,8785,surname Du,haven't
是 第,8784,to be (followed by substantives only),"(prefix indicating ordinal number, as in 第六[di4 liu4] ""sixth"")"
的 可,8780,of; ~'s (possessive particle),(prefix) can; may; able to; -able
正 是,8776,first month of the lunar year,to be (followed by substantives only)
一 件,8776,one,item
核心 竞争,8772,core; nucleus,to compete
销售 收入,8769,to sell,to take in
平稳 较,8762,smooth; steady,(bound form) to compare
错误 的,8758,mistaken; false; wrong,of; ~'s (possessive particle)
怎样 的,8757,how,of; ~'s (possessive particle)
那 就是,8755,surname Na,exactly; precisely
在 过去,8750,to exist; to be alive,(in the) past; former; previous
人大 及,8749,Renmin University of China (abbr. for 中國人民大學|中国人民大学[Zhong1 guo2 Ren2 min2 Da4 xue2]),and
恢复 重建,8748,to reinstate,to rebuild; to reconstruct; to reestablish
实际 上,8741,reality,used in 上聲|上声[shang3 sheng1]
本 定价,8741,(bound form) root; stem,to set a price
的 错误,8740,of; ~'s (possessive particle),mistaken; false; wrong
指导 下,8738,to guide; to direct; to instruct,down
表现 在,8736,to show,to exist; to be alive
天津 市,8735,Tianjin municipality (short name 津[Jin1]),market
的 银行,8731,of; ~'s (possessive particle),bank
从 这个,8731,variant of 從|从[cong2],(pronoun) this
更 有,8721,to change or replace,to have; there is
条 件,8719,strip,item
权力 的,8716,power,of; ~'s (possessive particle)
民众 的,8715,the populace; the masses; the common people,of; ~'s (possessive particle)
三 产业,8714,surname San,industry
在 市场,8713,to exist; to be alive,marketplace; market; bazaar
上海 市,8712,Shanghai municipality (short name 滬|沪[Hu4]),market
越 大,8707,generic word for peoples or states of south China or south Asia at different historical periods,big; large; great
权益 的,8699,rights,of; ~'s (possessive particle)
优秀 的,8687,outstanding; excellent,of; ~'s (possessive particle)
的 解释,8684,of; ~'s (possessive particle),explanation
四川 省,8674,see 四川省[Si4 chuan1 Sheng3],to save; to economize; to be frugal
相关 者,8672,related,(after a verb or adjective) one who (is) ...
的 设计,8662,of; ~'s (possessive particle),to design; to plan
的 可能,8652,of; ~'s (possessive particle),might (happen)
合作 医疗,8647,to cooperate; to collaborate; to work together,medical treatment
经营 权,8644,to engage in (business etc); to run; to operate,surname Quan
我 省,8644,I; me; my,to save; to economize; to be frugal
组成 的,8643,to form,of; ~'s (possessive particle)
研究 和,8641,research,old variant of 和[he2]
企业 对,8638,company; firm; enterprise; corporation,right; correct
关 系,8638,surname Guan,to connect
的 定义,8637,of; ~'s (possessive particle),definition
事物 的,8633,thing; object,of; ~'s (possessive particle)
党 和,8630,surname Dang,old variant of 和[he2]
化 和,8628,variant of 花[hua1],old variant of 和[he2]
得到 的,8627,to get; to obtain; to receive,of; ~'s (possessive particle)
经营 企业,8623,to engage in (business etc); to run; to operate,company; firm; enterprise; corporation
的 措施,8621,of; ~'s (possessive particle),measure
笔者 认为,8618,the author; the writer (usu. refers to oneself),to believe; to think; to consider; to feel
家族 企业,8617,family,company; firm; enterprise; corporation
质 检,8617,character,to check
的 人口,8614,of; ~'s (possessive particle),population
提 髙,8611,used in 提防[di1 fang5] and 提溜[di1 liu5],variant of 高[gao1]
试点 工作,8611,test point,to work
就 能,8608,(after a suppositional clause) in that case; then,surname Neng
让 我们,8604,to yield,we; us; ourselves; our
的 感觉,8594,of; ~'s (possessive particle),feeling; impression; sensation
第 十,8594,"(prefix indicating ordinal number, as in 第六[di4 liu4] ""sixth"")",ten
保障 的,8590,to ensure,of; ~'s (possessive particle)
交流 与,8589,to exchange,variant of 歟|欤[yu2]
是 与,8588,to be (followed by substantives only),variant of 歟|欤[yu2]
可能 的,8582,might (happen),of; ~'s (possessive particle)
和 个人,8581,old variant of 和[he2],an individual; oneself; (attributive) personal; one's own
自然 的,8580,nature,of; ~'s (possessive particle)
个 国家,8580,used in 自個兒|自个儿[zi4 ge3 r5],country; nation; state
发展 为,8580,development,as (in the capacity of)
你 就,8575,"you (informal, as opposed to courteous 您[nin2])",(after a suppositional clause) in that case; then
气候 变化,8572,(meteorology) climate,(intransitive) to change; to vary
经营 的,8572,to engage in (business etc); to run; to operate,of; ~'s (possessive particle)
远 远,8560,far,far
本身 的,8559,itself,of; ~'s (possessive particle)
管理 体制,8552,to supervise,system
级 人民,8551,level,the people
产权 的,8546,property right,of; ~'s (possessive particle)
对 公司,8546,right; correct,company; firm; corporation
银行 业,8545,bank,surname Ye
经济 条件,8541,economy,condition; circumstance; term; factor
这 项,8538,(pronoun) this; these,surname Xiang
全 国,8537,surname Quan,surname Guo
技术 人员,8535,technology; technique; skill,staff
资 本,8530,resources,(bound form) root; stem
是 非常,8528,to be (followed by substantives only),very; really
对 经济,8524,right; correct,economy
持 有,8522,to hold,to have; there is
和 工作,8511,old variant of 和[he2],to work
规模 的,8510,scale; scope; extent,of; ~'s (possessive particle)
要 充分,8505,(bound form) to demand; to coerce,ample
有 没有,8502,to have; there is,haven't
他 所,8496,"(third-person singular) (since the early 20th century, usu. male) he; him; his",actually
滥用 职权,8492,to misuse,authority
是 人,8483,to be (followed by substantives only),person; people
区域 内,8483,area,inside
银行 存款,8481,bank,to deposit money (in a bank etc)
的 的,8480,of; ~'s (possessive particle),of; ~'s (possessive particle)
投保 人,8479,to take out insurance,person; people
政治 教育,8475,politics,to educate
失去 了,8475,to lose,(completed action marker)
一样 的,8474,same,of; ~'s (possessive particle)
税 费,8472,taxes,surname Fei
也 可能,8471,surname Ye,might (happen)
一个 新,8471,a; an; one,abbr. for Xinjiang 新疆[Xin1 jiang1]
的 司法,8468,of; ~'s (possessive particle),judicial
制度 化,8466,"system (e.g. political, adminstrative etc)",variant of 花[hua1]
较 多,8463,(bound form) to compare,many; much; more; a lot of
建设 用地,8462,to build; to construct; to establish; to develop; to institute,
资源 管理,8462,see 資源縣|资源县[Zi1 yuan2 Xian4],to supervise
制度 是,8461,"system (e.g. political, adminstrative etc)",to be (followed by substantives only)
素质 的,8460,inner quality,of; ~'s (possessive particle)
就 没有,8458,(after a suppositional clause) in that case; then,haven't
的 形势,8458,of; ~'s (possessive particle),circumstances
积极 作用,8457,active,to act on; to affect
一直 是,8456,straight (in a straight line),to be (followed by substantives only)
这 与,8455,(pronoun) this; these,variant of 歟|欤[yu2]
建设 项目,8451,to build; to construct; to establish; to develop; to institute,item; project; (sports) event
作出 的,8451,to put out,of; ~'s (possessive particle)
不 应,8443,no; not so,surname Ying
流动 人口,8442,to flow; to circulate; to move about; mobile; (of assets) liquid,population
民主 政治,8438,democracy,politics
选 框,8436,to choose,frame (e.g. door frame)
合法 性,8425,lawful,nature
此 时,8424,this; these,old variant of 時|时[shi2]
技 术,8420,skill,method
是 人类,8415,to be (followed by substantives only),humanity
深入 开展,8414,to penetrate deeply,to launch
相对 于,8412,relatively,surname Yu
部门 和,8409,department,old variant of 和[he2]
密集 型,8404,concentrated,mold
后 者,8396,surname Hou,(after a verb or adjective) one who (is) ...
性 地,8396,nature,-ly
外向 型,8396,extroverted (personality),mold
没有 任何,8394,haven't,any; whatever; whichever
一 名,8391,one,name
广播 电视,8390,broadcast,television; TV
支出 的,8385,to spend; to pay out,of; ~'s (possessive particle)
独特 的,8380,unique; distinctive,of; ~'s (possessive particle)
的 人们,8370,of; ~'s (possessive particle),people
了 良好,8365,(completed action marker),good
予 受理,8364,(archaic) I,to accept to hear a case
的 首要,8364,of; ~'s (possessive particle),the most important
国家 机关,8363,country; nation; state,mechanism; gear
海峡 两岸,8351,strait; channel,bilateral
业 监督,8350,surname Ye,to supervise; to oversee; to inspect
的 高度,8349,of; ~'s (possessive particle),height
不 平衡,8343,no; not so,balance
一直 在,8343,straight (in a straight line),to exist; to be alive
和 价值,8342,old variant of 和[he2],value; worth
关注 的,8340,to pay attention to; to follow sth closely; to follow (on social media),of; ~'s (possessive particle)
的 种种,8338,of; ~'s (possessive particle),all kinds of
有 许多,8337,to have; there is,many
的 公民,8332,of; ~'s (possessive particle),citizen
模型 的,8330,model,of; ~'s (possessive particle)
文化 交流,8329,culture,to exchange
的 内在,8327,of; ~'s (possessive particle),inner
使 企业,8327,to make,company; firm; enterprise; corporation
总 收入,8325,(bound form) general; overall,to take in
的 艺术,8324,of; ~'s (possessive particle),art
把 它,8315,to hold; to grasp,it
并 未,8313,and,not yet
一 门,8313,one,surname Men
也 不能,8312,surname Ye,cannot
完成 的,8312,to complete; to accomplish,of; ~'s (possessive particle)
每 个人,8310,each,an individual; oneself; (attributive) personal; one's own
