text,popularity,meaning1,meaning2
wie im,1919087,how,"initialism of Inoffizieller Mitarbeiter / Inoffizielle Mitarbeiterin (“unofficial collaborator”), an informant in the German Democratic Republic who delivered private information to the Stasi."
in Verbindung,1918873,"[with dative] in, inside, within, at (inside a building)",connection
wir das,1916543,we,nominative/accusative neuter singular of der: the
hinter sich,1915745,"behind, after","Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)"
an eine,1915227,"on, upon, at, in, against",nominative/accusative feminine singular of ein
sie wollte,1914287,she; her,inflection of wollen:
von ihrem,1912471,from,"dative masculine/neuter singular of ihr: her, its, their (referring to a masculine or neuter object in the dative case)"
Kopf und,1911979,head,and
zum Teil,1910063,"contraction of zu + dem, literally “to the; for the”","part, piece (of a whole, often in relation to living things or an abstract concept)"
die Männer,1909502,nominative/accusative singular feminine of der,nominative/accusative/genitive plural of Mann
und mir,1907105,and,"dative of ich: me, to me"
läßt sich,1902102,alternative spelling of lässt; second/third-person singular present of lassen,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)"
so viele,1902000,"so, such, that",inflection of viel:
von seiner,1901242,from,his (substantival possessive)
das Recht,1899805,nominative/accusative neuter singular of der: the,"right, right-hand (direction)"
von allen,1899217,from,accusative singular masculine of alles (“all”)
zu müssen,1899072,"to, towards (indicates directionality)",to have to (do something); must; to be obliged (to do something); to need (to do something).
gegen das,1896059,against,nominative/accusative neuter singular of der: the
es dir,1894927,"Refers to a neuter noun (person, animal, thing or abstract)","dative of du; you, to you."
bis in,1893756,until,"[with dative] in, inside, within, at (inside a building)"
sehr gut,1889716,very,"good (acting in the interest of what is beneficial, ethical, or moral)"
der Familie,1887709,"nominative masculine singular definite article, the",family
wir es,1885783,we,"Refers to a neuter noun (person, animal, thing or abstract)"
nur so,1884681,"only, just, merely, simply","so, such, that"
hat mich,1883141,third-person singular present of haben,accusative of ich: me
unter die,1881563,under,nominative/accusative singular feminine of der
den Rücken,1881353,inflection of der (“the”):,back
mehr oder,1878973,something more,"Oder (a major river in the Czech Republic, Poland and Germany)"
die Stirn,1878473,nominative/accusative singular feminine of der,"forehead, brow (often used as an indicator of emotion)"
die Straße,1876852,nominative/accusative singular feminine of der,"street; road (a way wide enough to be passable for vehicles, generally paved, in or outside a settlement)"
sie alle,1874955,she; her,inflection of all (“all”)
was man,1874401,what,"one, you, they (indefinite pronoun, referring to people at large; construed as a third-person singular)"
ich an,1874143,I (first person singular nominative (subject) pronoun),"on, upon, at, in, against"
das von,1870601,nominative/accusative neuter singular of der: the,from
in mir,1870018,"[with dative] in, inside, within, at (inside a building)","dative of ich: me, to me"
Form der,1867154,singular imperative of formen,"nominative masculine singular definite article, the"
ich Ihnen,1866205,I (first person singular nominative (subject) pronoun),"dative of sie; them, to them."
hätte sie,1865679,first/third-person singular subjunctive II of haben,she; her
in the,1863862,"[with dative] in, inside, within, at (inside a building)",
nicht wahr,1862697,"not, non- (negates the meaning of a verb, adjective, or adverb)","true, real"
zu stellen,1862012,"to, towards (indicates directionality)","causative of stehen: to put, place, position (someone or something) such that it stands upright"
finden sich,1861083,to find; to discover,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)"
als es,1860616,"at (approximately) the same moment, when, while, as","Refers to a neuter noun (person, animal, thing or abstract)"
müssen wir,1858642,to have to (do something); must; to be obliged (to do something); to need (to do something).,we
eines Tages,1858327,genitive masculine/neuter singular of ein,genitive singular of Tag
was soll,1857754,what,debit
der Kirche,1855373,"nominative masculine singular definite article, the",church (building)
sich dabei,1853927,"Reflexive pronoun of the third person singular or plural: herself, himself, itself, oneself, themselves (in both dative and accusative)","pronominal adverb of bei (replaces bei + demonstrative or personal pronoun, unless referring to people)"
der auf,1853771,"nominative masculine singular definite article, the","[with dative] on, upon (positioned at the top of)"
von diesem,1851123,from,masculine/neuter dative singular of dieser
oder gar,1850429,"Oder (a major river in the Czech Republic, Poland and Germany)","cooked, done (of food such as meat or vegetables: ready for consumption)"
sind Sie,1849427,first-person plural present of sein,she; her
nur zu,1848810,"only, just, merely, simply","to, towards (indicates directionality)"
denn das,1844000,for; because; since,nominative/accusative neuter singular of der: the
ohne dass,1843535,without,that
hat mir,1841889,third-person singular present of haben,"dative of ich: me, to me"
du weißt,1841794,"you (singular familiar), thou",second-person singular present of wissen
stand auf,1840991,first/third-person singular preterite of stehen,"[with dative] on, upon (positioned at the top of)"
der das,1840504,"nominative masculine singular definite article, the",nominative/accusative neuter singular of der: the
und ohne,1840437,and,without
Suche nach,1839481,search,"after, past (later in time)"
der Deutschen,1839207,"nominative masculine singular definite article, the",inflection of deutsch:
der den,1838910,"nominative masculine singular definite article, the",inflection of der (“the”):
Geschichte der,1838661,history,"nominative masculine singular definite article, the"
waren sie,1836401,first/third-person plural preterite of sein: were,she; her
denn es,1832840,for; because; since,"Refers to a neuter noun (person, animal, thing or abstract)"
möchte ich,1831914,first/third-person singular subjunctive II of mögen,I (first person singular nominative (subject) pronoun)
es aber,1830076,"Refers to a neuter noun (person, animal, thing or abstract)",but; however; though
das für,1829546,nominative/accusative neuter singular of der: the,describes an abstract directionality towards a person or matter
und legte,1825742,and,inflection of legen:
das sind,1825426,nominative/accusative neuter singular of der: the,first-person plural present of sein
wird ein,1824557,third-person singular present of werden,one
auch zu,1824439,"also, too, as well (in addition to whatever or whoever has previously been listed)","to, towards (indicates directionality)"
der Tat,1823899,"nominative masculine singular definite article, the",first/third-person singular preterite of tun
und man,1822921,and,"one, you, they (indefinite pronoun, referring to people at large; construed as a third-person singular)"
ich sehe,1819658,I (first person singular nominative (subject) pronoun),inflection of sehen:
zu seiner,1819435,"to, towards (indicates directionality)",his (substantival possessive)
hinsichtlich der,1817998,"regarding, concerning, with regard to","nominative masculine singular definite article, the"
wie vor,1815240,how,"in front of, ahead of (relative location in space)"
wurden die,1814644,first/third-person plural preterite of werden,nominative/accusative singular feminine of der
die ihn,1813704,nominative/accusative singular feminine of der,"accusative of er; him, it (masculine, direct object)."
